 


Daily Averaged Summary
CHAMPAIGN WILLARD AP (IL)
WBAN ID: 94870
Lat/Lon/Elev: 40.0397/-88.2778/754ft.
 
Date,Max Hourly Temp (F),Min Hourly Temp (F),Max Wind Speed (mph),Total Precip (in),
2014-05-31,89,63,16,0.00,
2014-06-01,90,63,18,M,
2014-06-02,81,70,31,M,
2014-06-03,89,69,16,0.00,
2014-06-04,77,61,29,M,
2014-06-05,78,58,14,M,
2014-06-06,81,58,9,0.00,
2014-06-07,84,60,25,M,
2014-06-08,77,60,30,0.04,
2014-06-09,81,56,15,0.00,
2014-06-10,69,63,15,M,
2014-06-11,73,64,15,M,
2014-06-12,82,60,17,M,
2014-06-13,75,55,16,0.00,
2014-06-14,79,51,16,0.00,
2014-06-15,86,55,30,0.00,
2014-06-16,89,70,17,0.00,
2014-06-17,93,73,25,0.00,
2014-06-18,90,72,M,M,
2014-06-19,92,71,M,0.27,
2014-06-20,86,68,17,M,
2014-06-21,88,65,20,0.11,
2014-06-22,86,64,15,M,
2014-06-23,89,69,17,M,
2014-06-24,82,68,13,M,
2014-06-25,85,65,13,0.00,
2014-06-26,86,66,8,M,
2014-06-27,87,66,14,0.00,
2014-06-28,86,71,18,M,
2014-06-29,82,72,16,M,
2014-06-30,88,67,18,M,
2014-07-01,83,67,17,0.95,
2014-07-02,71,60,15,0.00,
2014-07-03,75,59,10,M,
2014-07-04,78,54,7,0.00,
2014-07-05,79,59,13,M,
2014-07-06,83,64,17,M,
2014-07-07,85,72,15,M,
2014-07-08,81,65,21,0.18,
2014-07-09,80,61,16,0.00,
2014-07-10,80,59,13,0.00,
2014-07-11,84,57,10,M,
2014-07-12,83,70,15,M,
2014-07-13,83,70,16,M,
2014-07-14,82,59,16,0.55,
2014-07-15,70,53,17,0.00,
2014-07-16,73,52,11,0.00,
2014-07-17,76,54,7,0.00,
2014-07-18,77,59,10,0.00,
2014-07-19,78,56,7,M,
2014-07-20,78,58,5,M,
2014-07-21,83,60,7,0.00,
2014-07-22,86,64,14,M,
2014-07-23,78,59,24,M,
2014-07-24,77,56,13,0.00,
2014-07-25,72,55,14,M,
2014-07-26,85,67,14,M,
2014-07-27,84,63,25,M,
2014-07-28,72,55,16,M,
2014-07-29,76,53,17,0.00,
2014-07-30,79,56,14,0.00,
2014-07-31,81,57,8,0.00,
2014-08-01,80,61,10,M,
2014-08-02,81,57,9,0.00,
2014-08-03,83,59,6,0.00,
2014-08-04,84,61,7,0.00,
2014-08-05,83,66,9,M,
2014-08-06,77,65,9,M,
2014-08-07,73,63,13,M,
2014-08-08,72,65,15,M,
2014-08-09,77,66,14,0.00,
2014-08-10,81,67,10,M,
2014-08-11,81,65,14,0.06,
2014-08-12,72,61,18,M,
2014-08-13,79,54,13,0.00,
2014-08-14,80,54,13,0.00,
2014-08-15,74,51,8,0.00,
2014-08-16,76,64,11,M,
2014-08-17,79,66,13,M,
2014-08-18,81,65,9,M,
2014-08-19,84,65,15,M,
2014-08-20,79,62,14,M,
2014-08-21,87,70,14,M,
2014-08-22,84,73,10,0.11,
2014-08-23,88,71,16,M,
2014-08-24,88,69,10,M,
2014-08-25,91,68,21,0.23,
2014-08-26,89,66,14,M,
2014-08-27,87,68,11,M,
2014-08-28,83,65,10,M,
2014-08-29,87,70,13,M,
2014-08-30,82,71,16,M,
2014-08-31,83,72,10,M,
2014-09-01,82,70,20,M,
2014-09-02,80,66,10,M,
2014-09-03,82,61,11,M,
2014-09-04,87,67,14,0.00,
2014-09-05,92,64,21,M,
2014-09-06,74,55,13,M,
2014-09-07,M,M,M,0.00,
2014-09-08,M,M,M,0.00,
2014-09-09,M,M,M,M,
2014-09-10,79,64,23,M,
2014-09-11,62,52,13,M,
2014-09-12,60,47,18,M,
2014-09-13,61,39,14,0.00,
2014-09-14,69,42,9,0.00,
2014-09-15,60,47,10,M,
2014-09-16,68,48,9,M,
2014-09-17,68,45,8,M,
2014-09-18,73,49,13,0.00,
2014-09-19,75,48,14,0.00,
2014-09-20,83,57,20,0.57,
2014-09-21,71,50,22,0.00,
2014-09-22,69,44,9,0.00,
2014-09-23,M,M,M,0.00,
2014-09-24,M,M,M,0.00,
2014-09-25,79,52,M,0.00,
2014-09-26,M,M,8,0.00,
2014-09-27,M,M,13,0.00,
2014-09-28,83,52,7,0.00,
2014-09-29,83,55,8,0.00,
2014-09-30,72,51,15,0.00,
2014-10-01,M,M,16,0.00,
2014-10-02,74,65,17,M,
2014-10-03,M,M,24,M,
2014-10-04,M,M,22,0.00,
2014-10-05,63,36,13,0.00,
2014-10-06,67,46,22,M,
2014-10-07,71,49,20,0.11,
2014-10-08,M,M,14,0.00,
2014-10-09,57,51,7,0.08,
2014-10-10,M,M,14,0.00,
2014-10-11,M,M,11,0.00,
2014-10-12,60,39,15,0.19,
2014-10-13,72,60,23,M,
2014-10-14,63,55,M,M,
2014-10-15,55,52,14,M,
2014-10-16,59,52,11,M,
2014-10-17,62,47,M,M,
2014-10-18,53,44,14,M,
2014-10-19,56,34,13,M,
2014-10-20,68,47,16,0.00,
2014-10-21,60,43,14,M,
2014-10-22,60,36,M,M,
2014-10-23,60,34,M,0.00,
2014-10-24,69,46,11,M,
2014-10-25,77,47,15,0.00,
2014-10-26,72,40,9,0.00,
2014-10-27,78,55,25,0.00,
2014-10-28,68,41,20,0.39,
2014-10-29,50,35,18,0.00,
2014-10-30,53,30,10,0.06,
2014-10-31,45,34,31,M,
2014-11-01,48,26,18,0.00,
2014-11-02,54,23,M,0.00,
2014-11-03,67,43,24,0.00,
2014-11-04,55,40,20,M,
2014-11-05,60,38,M,0.00,
2014-11-06,48,38,29,M,
2014-11-07,46,27,14,0.00,
2014-11-08,48,30,26,0.00,
2014-11-09,55,28,22,0.00,
2014-11-10,64,41,33,0.00,
2014-11-11,51,33,24,M,
2014-11-12,32,22,20,0.00,
2014-11-13,29,15,17,0.00,
2014-11-14,29,14,15,0.00,
2014-11-15,34,15,10,0.00,
2014-11-16,33,25,16,M,
2014-11-17,22,12,28,M,
2014-11-18,19,9,24,0.00,
2014-11-19,36,16,25,M,
2014-11-20,33,15,22,0.00,
2014-11-21,36,9,15,0.02,
2014-11-22,56,36,24,M,
2014-11-23,54,48,20,M,
2014-11-24,54,32,31,M,
2014-11-25,32,21,18,M,
2014-11-26,30,19,15,M,
2014-11-27,28,13,20,0.00,
2014-11-28,38,15,25,0.00,
2014-11-29,53,33,24,0.00,
2014-11-30,64,32,25,M,
2014-12-01,31,22,22,0.00,
2014-12-02,32,24,13,M,
2014-12-03,40,24,16,0.00,
2014-12-04,34,25,15,M,
2014-12-05,41,33,16,M,
2014-12-06,39,30,20,M,
2014-12-07,36,27,M,0.00,
2014-12-08,40,32,15,M,
2014-12-09,38,31,18,M,
2014-12-10,35,32,13,0.00,
2014-12-11,32,22,10,M,
2014-12-12,37,21,11,M,
2014-12-13,49,34,11,0.00,
2014-12-14,48,44,14,M,
2014-12-15,46,43,22,M,
2014-12-16,46,27,31,M,
2014-12-17,26,22,16,M,
2014-12-18,28,20,6,M,
2014-12-19,33,16,6,0.00,
2014-12-20,34,24,9,M,
2014-12-21,39,29,13,M,
2014-12-22,48,30,18,M,
2014-12-23,49,41,15,M,
2014-12-24,43,36,20,M,
2014-12-25,45,35,18,M,
2014-12-26,53,35,17,M,
2014-12-27,49,30,22,M,
2014-12-28,31,22,14,M,
2014-12-29,38,19,11,0.00,
2014-12-30,27,13,16,0.00,
2014-12-31,22,8,17,0.00,
2015-01-01,32,16,23,0.00,
2015-01-02,38,22,9,M,
2015-01-03,39,34,11,M,
2015-01-04,34,10,29,M,
2015-01-05,14,3,20,M,
2015-01-06,14,9,22,0.00,
2015-01-07,13,-6,28,M,
2015-01-08,22,-7,31,M,
2015-01-09,14,-2,28,M,
2015-01-10,24,-3,22,0.00,
2015-01-11,34,25,14,M,
2015-01-12,33,11,21,M,
2015-01-13,17,1,16,0.00,
2015-01-14,20,-1,7,0.00,
2015-01-15,36,12,14,0.00,
2015-01-16,38,19,15,M,
2015-01-17,47,33,22,0.00,
2015-01-18,43,28,22,0.00,
2015-01-19,44,26,9,0.00,
2015-01-20,44,31,16,0.00,
2015-01-21,37,31,17,M,
2015-01-22,37,32,7,M,
2015-01-23,33,26,11,0.00,
2015-01-24,45,27,16,M,
2015-01-25,38,28,23,M,
2015-01-26,30,24,13,M,
2015-01-27,32,22,13,M,
2015-01-28,37,19,22,0.00,
2015-01-29,40,33,26,M,
2015-01-30,34,22,20,0.00,
2015-01-31,38,22,16,M,
2015-02-01,34,17,24,M,
2015-02-02,18,11,26,M,
2015-02-03,35,16,18,0.00,
2015-02-04,34,7,22,M,
2015-02-05,16,-1,14,0.00,
2015-02-06,35,13,16,0.00,
2015-02-07,50,32,18,0.00,
2015-02-08,54,33,20,M,
2015-02-09,32,27,18,M,
2015-02-10,36,27,16,0.00,
2015-02-11,36,23,23,M,
2015-02-12,20,10,31,0.00,
2015-02-13,29,8,18,0.00,
2015-02-14,29,5,38,0.00,
2015-02-15,19,3,15,0.00,
2015-02-16,21,6,11,0.00,
2015-02-17,30,5,20,M,
2015-02-18,14,1,25,M,
2015-02-19,11,-4,18,M,
2015-02-20,20,-2,23,M,
2015-02-21,31,19,10,M,
2015-02-22,29,7,18,0.00,
2015-02-23,13,-9,13,0.00,
2015-02-24,28,-12,26,0.00,
2015-02-25,30,8,15,0.00,
2015-02-26,24,9,17,M,
2015-02-27,13,-6,9,M,
2015-02-28,23,4,13,0.23,
2015-03-01,27,12,10,M,
2015-03-02,26,9,9,M,
2015-03-03,36,26,22,M,
2015-03-04,33,15,20,0.00,
2015-03-05,15,-5,16,0.00,
2015-03-06,25,-7,25,0.00,
2015-03-07,39,23,20,0.00,
2015-03-08,42,24,10,0.00,
2015-03-09,44,31,9,M,
2015-03-10,51,34,8,M,
2015-03-11,63,31,15,M,
2015-03-12,58,34,16,0.00,
2015-03-13,48,40,13,0.20,
2015-03-14,59,38,21,M,
2015-03-15,63,33,16,0.00,
2015-03-16,73,42,20,0.00,
2015-03-17,50,32,33,M,
2015-03-18,45,28,10,0.00,
2015-03-19,50,37,17,0.10,
2015-03-20,48,36,15,0.00,
2015-03-21,61,35,15,M,
2015-03-22,53,34,22,0.00,
2015-03-23,37,30,21,M,
2015-03-24,44,28,23,M,
2015-03-25,48,41,21,M,
2015-03-26,47,31,20,M,
2015-03-27,37,22,18,M,
2015-03-28,39,16,9,0.00,
2015-03-29,49,24,28,0.07,
2015-03-30,65,32,17,0.00,
2015-03-31,66,40,18,0.00,
2015-04-01,74,36,18,0.00,
2015-04-02,73,52,25,M,
2015-04-03,56,33,26,0.10,
2015-04-04,59,25,18,0.00,
2015-04-05,67,33,22,0.00,
2015-04-06,63,50,16,M,
2015-04-07,65,55,15,M,
2015-04-08,75,58,24,M,
2015-04-09,77,52,31,M,
2015-04-10,66,39,31,M,
2015-04-11,63,33,9,0.00,
2015-04-12,68,40,17,0.00,
2015-04-13,68,52,21,M,
2015-04-14,66,50,18,0.00,
2015-04-15,71,45,26,0.00,
2015-04-16,68,52,10,M,
2015-04-17,76,48,9,0.00,
2015-04-18,80,53,17,0.00,
2015-04-19,61,55,16,M,
2015-04-20,58,42,29,0.01,
2015-04-21,62,38,33,M,
2015-04-22,54,34,31,0.08,
2015-04-23,58,30,21,0.00,
2015-04-24,63,34,17,0.00,
2015-04-25,52,45,23,M,
2015-04-26,59,36,21,0.00,
2015-04-27,62,38,21,0.00,
2015-04-28,66,37,14,0.00,
2015-04-29,70,42,18,0.04,
2015-04-30,58,36,21,0.00,
2015-05-01,70,35,9,0.00,
2015-05-02,77,51,16,0.00,
2015-05-03,84,59,25,0.00,
2015-05-04,82,60,18,0.09,
2015-05-05,87,61,18,0.00,
2015-05-06,87,61,17,0.00,
2015-05-07,87,59,24,0.00,
2015-05-08,84,65,20,M,
2015-05-09,76,63,10,M,
2015-05-10,79,64,17,M,
2015-05-11,73,52,28,M,
2015-05-12,63,46,24,0.00,
2015-05-13,65,44,14,0.00,
2015-05-14,71,48,17,0.29,
2015-05-15,83,61,23,M,
2015-05-16,79,66,17,M,
2015-05-17,82,67,29,M,
2015-05-18,84,52,22,M,
2015-05-19,64,44,17,M,
2015-05-20,50,45,14,0.10,
2015-05-21,66,45,15,0.00,
2015-05-22,78,48,13,0.00,
2015-05-23,81,58,17,0.00,
2015-05-24,87,63,26,0.00,
2015-05-25,85,68,37,M,
2015-05-26,79,67,30,M,
2015-05-27,81,61,21,M,
2015-05-28,86,57,15,0.00,
2015-05-29,86,67,22,0.00,
2015-05-30,75,50,22,M,
2015-05-31,57,49,22,0.16,
2015-06-01,67,53,14,M,
2015-06-02,73,52,15,0.00,
2015-06-03,77,53,9,0.00,
2015-06-04,81,59,11,0.00,
2015-06-05,86,57,18,M,
2015-06-06,80,56,13,0.00,
2015-06-07,89,64,25,M,
2015-06-08,82,65,18,M,
2015-06-09,86,60,8,0.00,
2015-06-10,91,68,18,0.00,
2015-06-11,89,68,15,M,
2015-06-12,86,69,18,M,
2015-06-13,84,70,16,M,
2015-06-14,81,72,18,M,
2015-06-15,85,72,15,M,
2015-06-16,80,65,17,M,
2015-06-17,77,64,20,M,
2015-06-18,82,69,20,M,
2015-06-19,74,65,16,0.06,
2015-06-20,81,68,16,M,
2015-06-21,82,68,15,0.12,
2015-06-22,86,71,M,M,
2015-06-23,80,63,20,0.00,
2015-06-24,74,63,13,0.10,
2015-06-25,80,67,22,M,
2015-06-26,72,65,13,M,
2015-06-27,76,58,18,0.00,
2015-06-28,76,56,10,M,
2015-06-29,78,64,11,M,
2015-06-30,81,64,11,0.00,
2015-07-01,76,61,13,M,
2015-07-02,77,58,13,0.00,
2015-07-03,76,60,10,0.00,
2015-07-04,79,57,5,0.00,
2015-07-05,82,58,6,0.00,
2015-07-06,86,63,14,M,
2015-07-07,76,56,14,M,
2015-07-08,70,56,14,M,
2015-07-09,68,61,14,M,
2015-07-10,78,62,6,M,
2015-07-11,79,61,11,M,
2015-07-12,86,71,7,M,
2015-07-13,90,73,14,0.00,
2015-07-14,86,65,15,0.00,
2015-07-15,79,60,11,0.00,
2015-07-16,83,65,14,0.00,
2015-07-17,90,73,14,0.00,
2015-07-18,90,72,15,0.00,
2015-07-19,85,70,13,0.02,
2015-07-20,83,66,14,M,
2015-07-21,82,63,11,0.00,
2015-07-22,81,57,8,0.00,
2015-07-23,83,61,8,0.00,
2015-07-24,84,61,10,0.00,
2015-07-25,86,67,8,M,
2015-07-26,84,70,7,M,
2015-07-27,85,69,8,M,
2015-07-28,91,72,6,M,
2015-07-29,86,65,M,M,
2015-07-30,86,61,9,0.00,
2015-07-31,87,62,14,0.00,
2015-08-01,84,59,9,0.00,
2015-08-02,89,63,13,M,
2015-08-03,85,63,11,0.00,
2015-08-04,80,58,9,0.00,
2015-08-05,82,61,9,0.00,
2015-08-06,82,60,14,0.16,
2015-08-07,81,57,7,0.00,
2015-08-08,85,63,7,M,
2015-08-09,81,71,11,M,
2015-08-10,84,68,14,M,
2015-08-11,83,63,13,0.00,
2015-08-12,82,59,7,0.00,
2015-08-13,82,59,7,0.00,
2015-08-14,86,64,8,0.00,
2015-08-15,88,67,7,0.00,
2015-08-16,88,67,9,M,
2015-08-17,87,67,9,0.00,
2015-08-18,85,69,13,M,
2015-08-19,79,58,16,M,
2015-08-20,76,55,14,0.00,
2015-08-21,81,53,10,0.00,
2015-08-22,78,56,11,0.00,
2015-08-23,77,57,11,M,
2015-08-24,76,51,16,0.00,
2015-08-25,75,50,11,0.00,
2015-08-26,72,56,10,0.00,
2015-08-27,78,53,8,0.00,
2015-08-28,79,57,10,0.00,
2015-08-29,81,64,10,0.01,
2015-08-30,86,64,7,M,
2015-08-31,87,65,9,0.00,
2015-09-01,87,69,15,M,
2015-09-02,91,68,10,0.00,
2015-09-03,92,68,10,0.00,
2015-09-04,93,67,11,M,
2015-09-05,90,67,7,0.00,
2015-09-06,94,67,10,0.00,
2015-09-07,94,69,11,0.00,
2015-09-08,90,69,20,M,
2015-09-09,80,64,9,M,
2015-09-10,84,58,15,0.07,
2015-09-11,73,54,14,M,
2015-09-12,67,48,13,0.00,
2015-09-13,73,45,9,0.00,
2015-09-14,82,51,15,0.00,
2015-09-15,83,57,16,0.00,
2015-09-16,85,55,14,0.00,
2015-09-17,87,59,16,0.00,
2015-09-18,83,70,15,M,
2015-09-19,72,54,14,M,
2015-09-20,74,49,16,0.00,
2015-09-21,79,49,7,0.00,
2015-09-22,83,51,7,0.00,
2015-09-23,85,55,9,0.00,
2015-09-24,83,55,9,0.00,
2015-09-25,84,58,15,0.00,
2015-09-26,79,58,15,0.00,
2015-09-27,78,60,8,0.00,
2015-09-28,82,63,7,0.00,
2015-09-29,73,59,16,M,
2015-09-30,69,51,16,0.00,
2015-10-01,67,46,16,0.00,
2015-10-02,67,46,21,0.00,
2015-10-03,58,48,21,M,
2015-10-04,70,48,14,M,
2015-10-05,73,53,10,M,
2015-10-06,74,55,10,M,
2015-10-07,80,49,7,M,
2015-10-08,79,54,18,0.02,
2015-10-09,65,49,13,M,
2015-10-10,69,39,9,0.00,
2015-10-11,79,43,20,0.00,
2015-10-12,77,56,18,0.00,
2015-10-13,68,43,15,0.00,
2015-10-14,68,38,10,0.00,
2015-10-15,73,37,20,0.00,
2015-10-16,60,36,15,0.00,
2015-10-17,53,29,21,0.00,
2015-10-18,61,28,9,0.00,
2015-10-19,73,43,26,0.00,
2015-10-20,79,50,22,0.00,
2015-10-21,82,54,22,0.00,
2015-10-22,78,55,15,0.00,
2015-10-23,74,52,15,0.01,
2015-10-24,72,52,28,M,
2015-10-25,64,41,14,M,
2015-10-26,66,41,20,0.00,
2015-10-27,57,46,21,M,
2015-10-28,58,39,24,M,
2015-10-29,45,35,28,M,
2015-10-30,55,36,9,M,
2015-10-31,56,46,18,M,
2015-11-01,67,43,13,0.00,
2015-11-02,72,42,14,M,
2015-11-03,63,45,6,M,
2015-11-04,72,45,11,M,
2015-11-05,70,59,26,M,
2015-11-06,65,40,31,M,
2015-11-07,56,35,17,0.00,
2015-11-08,54,29,9,0.00,
2015-11-09,57,32,8,0.00,
2015-11-10,57,30,8,0.00,
2015-11-11,65,38,33,0.10,
2015-11-12,54,41,33,0.00,
2015-11-13,51,28,26,0.00,
2015-11-14,63,24,21,0.00,
2015-11-15,67,34,20,0.00,
2015-11-16,50,43,17,M,
2015-11-17,62,50,30,M,
2015-11-18,63,45,30,M,
2015-11-19,48,32,29,M,
2015-11-20,49,27,14,0.00,
2015-11-21,44,17,33,M,
2015-11-22,30,8,18,0.00,
2015-11-23,42,26,18,0.00,
2015-11-24,51,27,13,M,
2015-11-25,54,38,24,0.03,
2015-11-26,65,51,29,0.02,
2015-11-27,59,40,22,M,
2015-11-28,41,38,18,0.08,
2015-11-29,40,35,20,0.00,
2015-11-30,46,36,15,M,
2015-12-01,47,35,18,0.04,
2015-12-02,37,31,21,M,
2015-12-03,34,26,9,M,
2015-12-04,39,30,9,M,
2015-12-05,39,29,10,M,
2015-12-06,48,29,14,M,
2015-12-07,41,32,14,M,
2015-12-08,52,39,18,M,
2015-12-09,54,39,17,0.00,
2015-12-10,57,39,22,0.00,
2015-12-11,59,35,14,M,
2015-12-12,67,54,17,0.00,
2015-12-13,63,58,23,M,
2015-12-14,63,41,26,M,
2015-12-15,43,38,17,M,
2015-12-16,57,33,21,0.00,
2015-12-17,34,28,18,0.00,
2015-12-18,35,24,26,0.00,
2015-12-19,34,18,14,0.00,
2015-12-20,49,30,30,0.06,
2015-12-21,58,41,29,M,
2015-12-22,47,36,16,M,
2015-12-23,62,41,32,M,
2015-12-24,46,33,17,0.00,
2015-12-25,48,37,16,0.00,
2015-12-26,54,37,18,M,
2015-12-27,47,37,26,M,
2015-12-28,48,34,38,M,
2015-12-29,37,31,26,0.00,
2015-12-30,31,29,14,M,
2015-12-31,30,26,15,M,
2016-01-01,31,23,20,0.00,
2016-01-02,36,21,17,0.00,
2016-01-03,34,24,18,M,
2016-01-04,34,22,16,0.00,
2016-01-05,35,19,16,0.00,
2016-01-06,40,22,15,0.00,
2016-01-07,48,33,13,0.00,
2016-01-08,47,39,14,M,
2016-01-09,44,23,29,M,
2016-01-10,20,9,30,M,
2016-01-11,32,9,30,M,
2016-01-12,30,8,30,M,
2016-01-13,32,5,23,0.00,
2016-01-14,52,25,24,0.00,
2016-01-15,43,29,23,M,
2016-01-16,29,23,17,0.00,
2016-01-17,22,2,21,M,
2016-01-18,9,0,17,0.00,
2016-01-19,19,2,11,0.12,
2016-01-20,21,7,9,M,
2016-01-21,24,5,15,0.00,
2016-01-22,28,20,23,M,
2016-01-23,28,10,11,M,
2016-01-24,35,12,17,0.00,
2016-01-25,41,28,25,M,
2016-01-26,33,29,26,0.00,
2016-01-27,34,26,21,M,
2016-01-28,46,30,21,M,
2016-01-29,39,30,18,M,
2016-01-30,54,33,18,0.00,
2016-01-31,60,34,29,M,
2016-02-01,49,31,9,0.00,
2016-02-02,60,33,25,M,
2016-02-03,47,28,25,M,
2016-02-04,32,21,18,M,
2016-02-05,32,22,15,M,
2016-02-06,46,22,13,0.00,
2016-02-07,49,31,26,0.00,
2016-02-08,33,20,26,M,
2016-02-09,19,15,23,M,
2016-02-10,20,5,20,0.00,
2016-02-11,24,8,9,0.00,
2016-02-12,27,13,23,M,
2016-02-13,20,4,15,0.00,
2016-02-14,21,15,23,M,
2016-02-15,30,22,11,M,
2016-02-16,39,22,10,M,
2016-02-17,36,25,15,M,
2016-02-18,45,28,26,0.00,
2016-02-19,64,41,36,0.00,
2016-02-20,70,36,17,0.00,
2016-02-21,53,35,17,0.00,
2016-02-22,47,28,14,M,
2016-02-23,49,30,25,0.00,
2016-02-24,37,32,38,M,
2016-02-25,36,32,22,0.00,
2016-02-26,34,25,14,M,
2016-02-27,53,26,20,0.00,
2016-02-28,66,39,34,0.02,
2016-02-29,58,30,23,M,
2016-03-01,48,26,31,0.01,
2016-03-02,37,16,15,M,
2016-03-03,40,32,15,M,
2016-03-04,40,27,18,M,
2016-03-05,45,34,20,M,
2016-03-06,54,29,21,0.00,
2016-03-07,65,45,24,0.14,
2016-03-08,71,54,33,0.00,
2016-03-09,66,57,23,M,
2016-03-10,57,43,16,M,
2016-03-11,57,38,13,0.00,
2016-03-12,59,44,14,M,
2016-03-13,64,54,10,M,
2016-03-14,59,44,10,M,
2016-03-15,75,44,28,M,
2016-03-16,61,37,33,0.00,
2016-03-17,62,34,23,0.00,
2016-03-18,51,32,13,0.00,
2016-03-19,48,37,10,0.01,
2016-03-20,47,31,21,0.00,
2016-03-21,53,27,16,0.00,
2016-03-22,67,40,30,0.00,
2016-03-23,66,53,26,0.00,
2016-03-24,62,33,31,M,
2016-03-25,46,31,15,0.00,
2016-03-26,62,30,14,0.00,
2016-03-27,68,38,25,M,
2016-03-28,55,40,18,M,
2016-03-29,59,33,17,0.00,
2016-03-30,61,38,25,M,
2016-03-31,70,44,29,M,
2016-04-01,53,37,25,M,
2016-04-02,49,28,47,0.00,
2016-04-03,66,24,31,0.00,
2016-04-04,56,30,21,M,
2016-04-05,50,25,22,0.00,
2016-04-06,51,46,26,0.84,
2016-04-07,46,32,24,M,
2016-04-08,46,31,26,M,
2016-04-09,40,25,24,0.00,
2016-04-10,52,36,25,M,
2016-04-11,52,34,21,M,
2016-04-12,53,28,13,0.00,
2016-04-13,61,32,15,0.00,
2016-04-14,69,36,16,0.00,
2016-04-15,77,42,15,0.00,
2016-04-16,80,49,13,0.00,
2016-04-17,82,51,11,0.00,
2016-04-18,83,51,13,0.00,
2016-04-19,80,54,15,0.00,
2016-04-20,74,51,22,M,
2016-04-21,69,51,14,M,
2016-04-22,68,43,21,M,
2016-04-23,68,41,13,M,
2016-04-24,79,43,18,M,
2016-04-25,83,60,23,0.00,
2016-04-26,79,51,22,0.03,
2016-04-27,61,50,21,M,
2016-04-28,69,50,20,M,
2016-04-29,59,46,17,M,
2016-04-30,61,49,24,M,
2016-05-01,66,49,15,M,
2016-05-02,56,45,15,M,
2016-05-03,65,42,13,0.00,
2016-05-04,59,44,25,M,
2016-05-05,67,40,20,0.00,
2016-05-06,79,42,15,0.00,
2016-05-07,78,55,24,M,
2016-05-08,65,50,17,M,
2016-05-09,71,53,20,M,
2016-05-10,72,61,18,M,
2016-05-11,79,55,28,M,
2016-05-12,69,50,21,M,
2016-05-13,71,46,32,M,
2016-05-14,54,41,24,0.00,
2016-05-15,58,39,22,0.00,
2016-05-16,66,43,18,0.03,
2016-05-17,58,49,15,0.05,
2016-05-18,69,42,13,0.00,
2016-05-19,73,48,10,0.00,
2016-05-20,68,53,17,0.15,
2016-05-21,77,53,17,0.00,
2016-05-22,85,50,14,0.00,
2016-05-23,83,52,16,0.00,
2016-05-24,87,56,24,0.00,
2016-05-25,87,62,25,0.00,
2016-05-26,82,63,23,M,
2016-05-27,82,65,24,0.45,
2016-05-28,82,68,23,0.00,
2016-05-29,86,63,16,M,
2016-05-30,88,61,17,M,
2016-05-31,87,65,17,0.07,
2016-06-01,81,66,9,M,
2016-06-02,83,62,11,0.00,
2016-06-03,84,59,9,0.00,
2016-06-04,75,62,14,M,
2016-06-05,78,61,18,M,
2016-06-06,87,61,26,0.00,
2016-06-07,75,56,22,0.00,
2016-06-08,77,50,8,0.00,
2016-06-09,87,58,16,0.00,
2016-06-10,94,69,17,0.00,
2016-06-11,94,70,18,0.00,
2016-06-12,91,66,15,0.00,
2016-06-13,91,60,11,0.00,
2016-06-14,87,70,16,M,
2016-06-15,91,73,15,0.16,
2016-06-16,84,66,18,0.00,
2016-06-17,85,63,14,0.00,
2016-06-18,87,63,13,0.00,
2016-06-19,90,67,13,0.00,
2016-06-20,92,71,16,M,
2016-06-21,83,65,15,0.00,
2016-06-22,85,64,18,1.45,
2016-06-23,89,68,20,M,
2016-06-24,84,64,7,0.00,
2016-06-25,92,66,11,0.00,
2016-06-26,91,72,23,M,
2016-06-27,89,67,14,M,
2016-06-28,78,54,16,M,
2016-06-29,78,50,13,0.00,
2016-06-30,78,54,11,0.00,
2016-07-01,79,60,17,M,
2016-07-02,65,52,11,0.00,
2016-07-03,66,57,13,M,
2016-07-04,75,64,9,M,
2016-07-05,84,69,10,0.00,
2016-07-06,83,68,16,M,
2016-07-07,83,66,17,M,
2016-07-08,86,66,16,0.00,
2016-07-09,80,60,13,0.00,
2016-07-10,83,59,8,0.00,
2016-07-11,87,66,14,0.00,
2016-07-12,86,71,16,M,
2016-07-13,88,68,26,M,
2016-07-14,86,67,14,0.00,
2016-07-15,80,63,15,0.00,
2016-07-16,80,63,10,M,
2016-07-17,85,63,18,M,
2016-07-18,84,71,14,0.39,
2016-07-19,89,68,13,M,
2016-07-20,86,70,8,M,
2016-07-21,89,72,13,0.10,
2016-07-22,86,71,17,M,
2016-07-23,88,71,7,0.00,
2016-07-24,90,70,21,M,
2016-07-25,83,71,11,M,
2016-07-26,83,69,9,0.00,
2016-07-27,85,65,7,0.00,
2016-07-28,83,70,8,M,
2016-07-29,82,66,14,M,
2016-07-30,81,63,11,M,
2016-07-31,83,64,8,M,
2016-08-01,84,67,8,M,
2016-08-02,83,67,7,0.00,
2016-08-03,86,70,8,M,
2016-08-04,88,68,6,0.00,
2016-08-05,83,69,10,M,
2016-08-06,82,65,11,0.00,
2016-08-07,83,64,13,0.00,
2016-08-08,83,66,9,0.00,
2016-08-09,86,67,6,0.00,
2016-08-10,88,67,8,0.00,
2016-08-11,90,72,10,M,
2016-08-12,86,72,13,M,
2016-08-13,79,69,14,M,
2016-08-14,75,64,8,0.00,
2016-08-15,75,69,17,M,
2016-08-16,82,71,10,0.09,
2016-08-17,82,69,8,M,
2016-08-18,84,67,18,M,
2016-08-19,82,67,10,M,
2016-08-20,80,63,21,0.25,
